date,winner,loser,game,event,winner_score,loser_score
2025-06-21,Nova Esports,Nightfall,CS2,Demo League,13,8
2025-06-21,Nova Esports,Meridian,CS2,Demo League,13,9
2025-06-22,Vertex Gaming,Nightfall,CS2,Demo League,13,5
2025-06-22,Meridian,Zenith Nine,CS2,Demo League,13,9
2025-06-22,Vertex Gaming,Ironclad,CS2,Demo League,13,3
2025-06-22,Nightfall,Ironclad,CS2,Demo League,13,4
2025-06-22,Nova Esports,Nightfall,CS2,Demo League,13,2
2025-06-23,Ironclad,Nightfall,CS2,Demo League,13,9
2025-06-23,Solstice,Nova Esports,CS2,Demo League,13,3
2025-06-23,Vertex Gaming,Zenith Nine,CS2,Demo League,13,7
2025-06-23,Meridian,Solstice,CS2,Demo League,13,2
2025-06-23,Ironclad,Zenith Nine,CS2,Demo League,13,6
2025-06-24,Nova Esports,Zenith Nine,CS2,Demo League,13,6
2025-06-24,Nova Esports,Ironclad,CS2,Demo League,13,5
2025-06-24,Vertex Gaming,Meridian,CS2,Demo League,13,2
2025-06-24,Solstice,Zenith Nine,CS2,Demo League,13,5
2025-06-24,Nova Esports,Vertex Gaming,CS2,Demo League,13,2
2025-06-25,Solstice,Zenith Nine,CS2,Demo League,13,8
2025-06-25,Zenith Nine,Ironclad,CS2,Demo League,13,7
2025-06-25,Meridian,Zenith Nine,CS2,Demo League,13,9
2025-06-25,Ironclad,Kappa Squad,CS2,Demo League,13,7
2025-06-25,Nova Esports,Ironclad,CS2,Demo League,13,2
2025-06-26,Nightfall,Ironclad,CS2,Demo League,13,3
2025-06-26,Ironclad,Kappa Squad,CS2,Demo League,13,11
2025-06-26,Ironclad,Zenith Nine,CS2,Demo League,13,9
2025-06-26,Nova Esports,Zenith Nine,CS2,Demo League,13,8
2025-06-26,Nova Esports,Kappa Squad,CS2,Demo League,13,6
2025-06-27,Zenith Nine,Kappa Squad,CS2,Demo League,13,11
2025-06-27,Vertex Gaming,Nightfall,CS2,Demo League,13,4
2025-06-27,Solstice,Ironclad,CS2,Demo League,13,8
2025-06-27,Nova Esports,Meridian,CS2,Demo League,13,11
2025-06-27,Nightfall,Meridian,CS2,Demo League,13,6
2025-06-28,Nova Esports,Meridian,CS2,Demo League,13,8
2025-06-28,Zenith Nine,Nightfall,CS2,Demo League,13,8
2025-06-28,Vertex Gaming,Meridian,CS2,Demo League,13,9
2025-06-28,Ironclad,Nightfall,CS2,Demo League,13,8
2025-06-28,Nova Esports,Nightfall,CS2,Demo League,13,2
2025-06-29,Vertex Gaming,Kappa Squad,CS2,Demo League,13,9
2025-06-29,Nova Esports,Nightfall,CS2,Demo League,13,4
2025-06-29,Ironclad,Zenith Nine,CS2,Demo League,13,3
2025-06-29,Solstice,Kappa Squad,CS2,Demo League,13,4
2025-06-29,Nova Esports,Zenith Nine,CS2,Demo League,13,7
2025-06-30,Kappa Squad,Zenith Nine,CS2,Demo League,13,3
2025-06-30,Vertex Gaming,Nightfall,CS2,Demo League,13,7
2025-06-30,Solstice,Nightfall,CS2,Demo League,13,11
2025-06-30,Meridian,Solstice,CS2,Demo League,13,2
2025-06-30,Meridian,Solstice,CS2,Demo League,13,6
2025-07-01,Vertex Gaming,Kappa Squad,CS2,Demo League,13,4
2025-07-01,Ironclad,Nightfall,CS2,Demo League,13,9
2025-07-01,Meridian,Ironclad,CS2,Demo League,13,8
2025-07-01,Vertex Gaming,Meridian,CS2,Demo League,13,4
2025-07-01,Solstice,Ironclad,CS2,Demo League,13,7
2025-07-02,Nova Esports,Meridian,CS2,Demo League,13,5
2025-07-02,Nightfall,Ironclad,CS2,Demo League,13,9
2025-07-02,Meridian,Vertex Gaming,CS2,Demo League,13,3
2025-07-02,Nightfall,Zenith Nine,CS2,Demo League,13,4
2025-07-02,Nightfall,Nova Esports,CS2,Demo League,13,10
2025-07-03,Meridian,Nightfall,CS2,Demo League,13,7
2025-07-03,Nightfall,Kappa Squad,CS2,Demo League,13,11
2025-07-03,Vertex Gaming,Kappa Squad,CS2,Demo League,13,10
2025-07-03,Kappa Squad,Zenith Nine,CS2,Demo League,13,2
2025-07-03,Meridian,Nightfall,CS2,Demo League,13,10
2025-07-04,Kappa Squad,Ironclad,CS2,Demo League,13,8
2025-07-04,Solstice,Vertex Gaming,CS2,Demo League,13,7
2025-07-04,Meridian,Nightfall,CS2,Demo League,13,8
2025-07-04,Vertex Gaming,Kappa Squad,CS2,Demo League,13,11
2025-07-04,Nova Esports,Kappa Squad,CS2,Demo League,13,11
2025-07-05,Nova Esports,Meridian,CS2,Demo League,13,4
2025-07-05,Solstice,Nightfall,CS2,Demo League,13,10
2025-07-05,Zenith Nine,Solstice,CS2,Demo League,13,5
2025-07-05,Nightfall,Meridian,CS2,Demo League,13,9
2025-07-05,Kappa Squad,Nightfall,CS2,Demo League,13,7
2025-07-06,Kappa Squad,Meridian,CS2,Demo League,13,2
2025-07-06,Nova Esports,Kappa Squad,CS2,Demo League,13,4
2025-07-06,Kappa Squad,Meridian,CS2,Demo League,13,2
2025-07-06,Nightfall,Kappa Squad,CS2,Demo League,13,11
2025-07-06,Solstice,Nightfall,CS2,Demo League,13,2
2025-07-07,Meridian,Ironclad,CS2,Demo League,13,3
2025-07-07,Meridian,Zenith Nine,CS2,Demo League,13,7
2025-07-07,Kappa Squad,Zenith Nine,CS2,Demo League,13,2
2025-07-07,Nova Esports,Nightfall,CS2,Demo League,13,6
2025-07-07,Nova Esports,Ironclad,CS2,Demo League,13,6
2025-07-08,Ironclad,Nightfall,CS2,Demo League,13,11
2025-07-08,Nightfall,Meridian,CS2,Demo League,13,10
2025-07-08,Solstice,Kappa Squad,CS2,Demo League,13,11
2025-07-08,Meridian,Solstice,CS2,Demo League,13,6
2025-07-08,Nightfall,Ironclad,CS2,Demo League,13,10
2025-07-09,Kappa Squad,Ironclad,CS2,Demo League,13,9
2025-07-09,Nova Esports,Vertex Gaming,CS2,Demo League,13,7
2025-07-09,Nova Esports,Ironclad,CS2,Demo League,13,11
2025-07-09,Solstice,Vertex Gaming,CS2,Demo League,13,5
2025-07-09,Vertex Gaming,Kappa Squad,CS2,Demo League,13,5
2025-07-10,Ironclad,Nightfall,CS2,Demo League,13,7
2025-07-10,Zenith Nine,Meridian,CS2,Demo League,13,4
2025-07-10,Nova Esports,Ironclad,CS2,Demo League,13,7
2025-07-10,Solstice,Meridian,CS2,Demo League,13,7
2025-07-10,Meridian,Kappa Squad,CS2,Demo League,13,7
2025-07-11,Nova Esports,Solstice,CS2,Demo League,13,9
2025-07-11,Kappa Squad,Nova Esports,CS2,Demo League,13,7
2025-07-11,Vertex Gaming,Solstice,CS2,Demo League,13,2
2025-07-11,Nova Esports,Nightfall,CS2,Demo League,13,2
2025-07-11,Ironclad,Nightfall,CS2,Demo League,13,11
2025-07-12,Nightfall,Zenith Nine,CS2,Demo League,13,11
2025-07-12,Ironclad,Meridian,CS2,Demo League,13,2
2025-07-12,Vertex Gaming,Nightfall,CS2,Demo League,13,7
2025-07-12,Kappa Squad,Vertex Gaming,CS2,Demo League,13,5
2025-07-12,Zenith Nine,Vertex Gaming,CS2,Demo League,13,4
2025-07-13,Meridian,Nova Esports,CS2,Demo League,13,3
2025-07-13,Ironclad,Zenith Nine,CS2,Demo League,13,10
2025-07-13,Ironclad,Meridian,CS2,Demo League,13,11
2025-07-13,Ironclad,Meridian,CS2,Demo League,13,9
2025-07-13,Meridian,Zenith Nine,CS2,Demo League,13,4
2025-07-14,Nightfall,Kappa Squad,CS2,Demo League,13,11
2025-07-14,Kappa Squad,Nightfall,CS2,Demo League,13,2
2025-07-14,Zenith Nine,Ironclad,CS2,Demo League,13,10
2025-07-14,Solstice,Ironclad,CS2,Demo League,13,3
2025-07-14,Ironclad,Meridian,CS2,Demo League,13,4
2025-07-15,Vertex Gaming,Nova Esports,CS2,Demo League,13,9
2025-07-15,Zenith Nine,Solstice,CS2,Demo League,13,3
2025-07-15,Meridian,Zenith Nine,CS2,Demo League,13,5
2025-07-15,Solstice,Nova Esports,CS2,Demo League,13,11
2025-07-15,Solstice,Nightfall,CS2,Demo League,13,5
2025-07-16,Kappa Squad,Nightfall,CS2,Demo League,13,10
2025-07-16,Vertex Gaming,Kappa Squad,CS2,Demo League,13,2
2025-07-16,Nova Esports,Vertex Gaming,CS2,Demo League,13,4
2025-07-16,Solstice,Nightfall,CS2,Demo League,13,4
2025-07-16,Nightfall,Zenith Nine,CS2,Demo League,13,5
2025-07-17,Solstice,Ironclad,CS2,Demo League,13,5
2025-07-17,Nightfall,Meridian,CS2,Demo League,13,8
2025-07-17,Zenith Nine,Nightfall,CS2,Demo League,13,2
2025-07-17,Nova Esports,Nightfall,CS2,Demo League,13,9
2025-07-17,Ironclad,Meridian,CS2,Demo League,13,11
2025-07-18,Kappa Squad,Meridian,CS2,Demo League,13,3
2025-07-18,Nova Esports,Solstice,CS2,Demo League,13,4
2025-07-18,Meridian,Vertex Gaming,CS2,Demo League,13,5
2025-07-18,Kappa Squad,Meridian,CS2,Demo League,13,9
2025-07-18,Vertex Gaming,Solstice,CS2,Demo League,13,7
2025-07-19,Meridian,Kappa Squad,CS2,Demo League,13,9
2025-07-19,Meridian,Solstice,CS2,Demo League,13,2
2025-07-19,Vertex Gaming,Kappa Squad,CS2,Demo League,13,10
2025-07-19,Kappa Squad,Ironclad,CS2,Demo League,13,2
2025-07-19,Ironclad,Nightfall,CS2,Demo League,13,3
2025-07-20,Meridian,Zenith Nine,CS2,Demo League,13,6
2025-07-20,Kappa Squad,Meridian,CS2,Demo League,13,10
2025-07-20,Zenith Nine,Nightfall,CS2,Demo League,13,3
2025-07-20,Kappa Squad,Ironclad,CS2,Demo League,13,8
2025-07-20,Ironclad,Meridian,CS2,Demo League,13,10
2025-07-21,Vertex Gaming,Nightfall,CS2,Demo League,13,7
2025-07-21,Vertex Gaming,Solstice,CS2,Demo League,13,10
2025-07-21,Solstice,Zenith Nine,CS2,Demo League,13,4
2025-07-21,Ironclad,Kappa Squad,CS2,Demo League,13,8
2025-07-21,Nova Esports,Zenith Nine,CS2,Demo League,13,2
2025-07-22,Solstice,Kappa Squad,CS2,Demo League,13,4
2025-07-22,Nova Esports,Vertex Gaming,CS2,Demo League,13,10
2025-07-22,Ironclad,Meridian,CS2,Demo League,13,5
2025-07-22,Kappa Squad,Zenith Nine,CS2,Demo League,13,8
2025-07-22,Nova Esports,Kappa Squad,CS2,Demo League,13,6
2025-07-23,Zenith Nine,Vertex Gaming,CS2,Demo League,13,8
2025-07-23,Kappa Squad,Nightfall,CS2,Demo League,13,3
2025-07-23,Nova Esports,Nightfall,CS2,Demo League,13,8
2025-07-23,Nova Esports,Vertex Gaming,CS2,Demo League,13,8
2025-07-23,Solstice,Meridian,CS2,Demo League,13,8
2025-07-24,Meridian,Vertex Gaming,CS2,Demo League,13,8
2025-07-24,Nova Esports,Meridian,CS2,Demo League,13,11
2025-07-24,Nightfall,Solstice,CS2,Demo League,13,11
2025-07-24,Nova Esports,Ironclad,CS2,Demo League,13,8
2025-07-24,Nightfall,Kappa Squad,CS2,Demo League,13,5
2025-07-25,Meridian,Nova Esports,CS2,Demo League,13,11
2025-07-25,Nightfall,Zenith Nine,CS2,Demo League,13,3
2025-07-25,Vertex Gaming,Zenith Nine,CS2,Demo League,13,6
2025-07-25,Meridian,Nightfall,CS2,Demo League,13,9
2025-07-25,Solstice,Zenith Nine,CS2,Demo League,13,10
2025-07-26,Meridian,Nova Esports,CS2,Demo League,13,6
2025-07-26,Vertex Gaming,Zenith Nine,CS2,Demo League,13,3
2025-07-26,Vertex Gaming,Meridian,CS2,Demo League,13,11
2025-07-26,Vertex Gaming,Nightfall,CS2,Demo League,13,3
2025-07-26,Ironclad,Nova Esports,CS2,Demo League,13,11
2025-07-27,Vertex Gaming,Zenith Nine,CS2,Demo League,13,11
2025-07-27,Nova Esports,Ironclad,CS2,Demo League,13,7
2025-07-27,Nova Esports,Zenith Nine,CS2,Demo League,13,7
2025-07-27,Meridian,Ironclad,CS2,Demo League,13,9
2025-07-27,Vertex Gaming,Zenith Nine,CS2,Demo League,13,2
2025-07-28,Nova Esports,Vertex Gaming,CS2,Demo League,13,10
2025-07-28,Solstice,Zenith Nine,CS2,Demo League,13,3
2025-07-28,Ironclad,Kappa Squad,CS2,Demo League,13,11
2025-07-28,Nightfall,Zenith Nine,CS2,Demo League,13,4
2025-07-28,Zenith Nine,Kappa Squad,CS2,Demo League,13,9
2025-07-29,Vertex Gaming,Kappa Squad,CS2,Demo League,13,5
2025-07-29,Ironclad,Nightfall,CS2,Demo League,13,10
2025-07-29,Solstice,Ironclad,CS2,Demo League,13,3
2025-07-29,Vertex Gaming,Nightfall,CS2,Demo League,13,3
2025-07-29,Vertex Gaming,Solstice,CS2,Demo League,13,11
2025-07-30,Ironclad,Vertex Gaming,CS2,Demo League,13,4
2025-07-30,Vertex Gaming,Zenith Nine,CS2,Demo League,13,10
2025-07-30,Nova Esports,Zenith Nine,CS2,Demo League,13,9
2025-07-30,Solstice,Nightfall,CS2,Demo League,13,11
2025-07-30,Meridian,Kappa Squad,CS2,Demo League,13,5
2025-07-31,Solstice,Meridian,CS2,Demo League,13,5
2025-07-31,Solstice,Kappa Squad,CS2,Demo League,13,11
2025-07-31,Kappa Squad,Meridian,CS2,Demo League,13,5
2025-07-31,Nova Esports,Ironclad,CS2,Demo League,13,8
2025-07-31,Vertex Gaming,Nightfall,CS2,Demo League,13,9
2025-08-01,Vertex Gaming,Zenith Nine,CS2,Demo League,13,6
2025-08-01,Nova Esports,Meridian,CS2,Demo League,13,8
2025-08-01,Ironclad,Meridian,CS2,Demo League,13,4
2025-08-01,Ironclad,Meridian,CS2,Demo League,13,8
2025-08-01,Meridian,Vertex Gaming,CS2,Demo League,13,3
2025-08-02,Kappa Squad,Nova Esports,CS2,Demo League,13,10
2025-08-02,Meridian,Zenith Nine,CS2,Demo League,13,2
2025-08-02,Nightfall,Kappa Squad,CS2,Demo League,13,8
2025-08-02,Solstice,Nova Esports,CS2,Demo League,13,2
2025-08-02,Ironclad,Meridian,CS2,Demo League,13,4
2025-08-03,Kappa Squad,Vertex Gaming,CS2,Demo League,13,2
2025-08-03,Vertex Gaming,Solstice,CS2,Demo League,13,11
2025-08-03,Kappa Squad,Vertex Gaming,CS2,Demo League,13,10
2025-08-03,Kappa Squad,Nightfall,CS2,Demo League,13,10
2025-08-03,Meridian,Zenith Nine,CS2,Demo League,13,10
2025-08-04,Nova Esports,Kappa Squad,CS2,Demo League,13,9
2025-08-04,Nova Esports,Zenith Nine,CS2,Demo League,13,11
2025-08-04,Ironclad,Kappa Squad,CS2,Demo League,13,3
2025-08-04,Nightfall,Meridian,CS2,Demo League,13,10
2025-08-04,Zenith Nine,Nova Esports,CS2,Demo League,13,10
2025-08-05,Solstice,Ironclad,CS2,Demo League,13,4
2025-08-05,Ironclad,Nova Esports,CS2,Demo League,13,11
2025-08-05,Kappa Squad,Zenith Nine,CS2,Demo League,13,5
2025-08-05,Nova Esports,Meridian,CS2,Demo League,13,11
2025-08-05,Solstice,Nightfall,CS2,Demo League,13,6
2025-08-06,Vertex Gaming,Solstice,CS2,Demo League,13,9
2025-08-06,Ironclad,Vertex Gaming,CS2,Demo League,13,8
2025-08-06,Meridian,Vertex Gaming,CS2,Demo League,13,10
2025-08-06,Vertex Gaming,Nightfall,CS2,Demo League,13,7
2025-08-06,Nova Esports,Vertex Gaming,CS2,Demo League,13,4
2025-08-07,Meridian,Nightfall,CS2,Demo League,13,7
2025-08-07,Nightfall,Nova Esports,CS2,Demo League,13,8
2025-08-07,Nova Esports,Zenith Nine,CS2,Demo League,13,8
2025-08-07,Kappa Squad,Meridian,CS2,Demo League,13,9
2025-08-07,Solstice,Zenith Nine,CS2,Demo League,13,7
2025-08-08,Ironclad,Zenith Nine,CS2,Demo League,13,9
2025-08-08,Nightfall,Solstice,CS2,Demo League,13,10
2025-08-08,Nightfall,Kappa Squad,CS2,Demo League,13,6
2025-08-08,Zenith Nine,Vertex Gaming,CS2,Demo League,13,3
2025-08-08,Zenith Nine,Kappa Squad,CS2,Demo League,13,10
2025-08-09,Ironclad,Solstice,CS2,Demo League,13,9
2025-08-09,Meridian,Kappa Squad,CS2,Demo League,13,11
2025-08-09,Nova Esports,Ironclad,CS2,Demo League,13,6
2025-08-09,Nova Esports,Kappa Squad,CS2,Demo League,13,11
2025-08-09,Kappa Squad,Vertex Gaming,CS2,Demo League,13,3
2025-08-10,Kappa Squad,Zenith Nine,CS2,Demo League,13,4
2025-08-10,Meridian,Nightfall,CS2,Demo League,13,2
2025-08-10,Meridian,Kappa Squad,CS2,Demo League,13,7
2025-08-10,Nova Esports,Zenith Nine,CS2,Demo League,13,8
2025-08-10,Nightfall,Kappa Squad,CS2,Demo League,13,8
2025-08-11,Nova Esports,Zenith Nine,CS2,Demo League,13,8
2025-08-11,Zenith Nine,Nova Esports,CS2,Demo League,13,7
2025-08-11,Nova Esports,Solstice,CS2,Demo League,13,8
2025-08-11,Nova Esports,Ironclad,CS2,Demo League,13,3
2025-08-11,Ironclad,Kappa Squad,CS2,Demo League,13,2
2025-08-12,Ironclad,Kappa Squad,CS2,Demo League,13,7
2025-08-12,Vertex Gaming,Nightfall,CS2,Demo League,13,11
2025-08-12,Meridian,Zenith Nine,CS2,Demo League,13,6
2025-08-12,Ironclad,Zenith Nine,CS2,Demo League,13,9
2025-08-12,Vertex Gaming,Kappa Squad,CS2,Demo League,13,6
2025-08-13,Nova Esports,Meridian,CS2,Demo League,13,7
2025-08-13,Nightfall,Zenith Nine,CS2,Demo League,13,2
2025-08-13,Solstice,Meridian,CS2,Demo League,13,10
2025-08-13,Ironclad,Zenith Nine,CS2,Demo League,13,7
2025-08-13,Ironclad,Solstice,CS2,Demo League,13,8
2025-08-14,Kappa Squad,Ironclad,CS2,Demo League,13,4
2025-08-14,Solstice,Kappa Squad,CS2,Demo League,13,7
2025-08-14,Vertex Gaming,Zenith Nine,CS2,Demo League,13,3
2025-08-14,Vertex Gaming,Zenith Nine,CS2,Demo League,13,3
2025-08-14,Kappa Squad,Meridian,CS2,Demo League,13,3
2025-08-15,Vertex Gaming,Meridian,CS2,Demo League,13,5
2025-08-15,Ironclad,Zenith Nine,CS2,Demo League,13,10
2025-08-15,Nova Esports,Solstice,CS2,Demo League,13,6
2025-08-15,Nightfall,Nova Esports,CS2,Demo League,13,5
2025-08-15,Meridian,Solstice,CS2,Demo League,13,8
2025-08-16,Meridian,Kappa Squad,CS2,Demo League,13,3
2025-08-16,Vertex Gaming,Zenith Nine,CS2,Demo League,13,10
2025-08-16,Meridian,Solstice,CS2,Demo League,13,2
2025-08-16,Vertex Gaming,Nightfall,CS2,Demo League,13,3
2025-08-16,Ironclad,Meridian,CS2,Demo League,13,9
2025-08-17,Nova Esports,Nightfall,CS2,Demo League,13,3
2025-08-17,Nova Esports,Zenith Nine,CS2,Demo League,13,4
2025-08-17,Ironclad,Nightfall,CS2,Demo League,13,10
2025-08-17,Ironclad,Kappa Squad,CS2,Demo League,13,6
2025-08-17,Vertex Gaming,Ironclad,CS2,Demo League,13,5
2025-08-18,Solstice,Meridian,CS2,Demo League,13,6
2025-08-18,Zenith Nine,Vertex Gaming,CS2,Demo League,13,11
2025-08-18,Ironclad,Zenith Nine,CS2,Demo League,13,11
2025-08-18,Nova Esports,Kappa Squad,CS2,Demo League,13,4
2025-08-18,Nova Esports,Nightfall,CS2,Demo League,13,7
2025-08-19,Nightfall,Kappa Squad,CS2,Demo League,13,6
2025-08-19,Nova Esports,Solstice,CS2,Demo League,13,7
2025-08-19,Nova Esports,Nightfall,CS2,Demo League,13,10
2025-08-19,Ironclad,Kappa Squad,CS2,Demo League,13,8
2025-08-19,Nova Esports,Solstice,CS2,Demo League,13,11
2025-08-20,Nova Esports,Ironclad,CS2,Demo League,13,8
2025-08-20,Solstice,Ironclad,CS2,Demo League,13,2
2025-08-20,Nova Esports,Ironclad,CS2,Demo League,13,2
2025-08-20,Meridian,Ironclad,CS2,Demo League,13,3
2025-08-20,Meridian,Kappa Squad,CS2,Demo League,13,7
2025-08-21,Nova Esports,Nightfall,CS2,Demo League,13,5
2025-08-21,Nova Esports,Solstice,CS2,Demo League,13,4
2025-08-21,Vertex Gaming,Ironclad,CS2,Demo League,13,3
2025-08-21,Nova Esports,Nightfall,CS2,Demo League,13,11
2025-08-21,Ironclad,Zenith Nine,CS2,Demo League,13,4
2025-08-22,Vertex Gaming,Kappa Squad,CS2,Demo League,13,3
2025-08-22,Nova Esports,Nightfall,CS2,Demo League,13,4
2025-08-22,Kappa Squad,Zenith Nine,CS2,Demo League,13,10
2025-08-22,Solstice,Kappa Squad,CS2,Demo League,13,10
2025-08-22,Solstice,Meridian,CS2,Demo League,13,9
2025-08-23,Kappa Squad,Zenith Nine,CS2,Demo League,13,7
2025-08-23,Meridian,Kappa Squad,CS2,Demo League,13,5
2025-08-23,Solstice,Zenith Nine,CS2,Demo League,13,8
2025-08-23,Nova Esports,Solstice,CS2,Demo League,13,7
2025-08-23,Vertex Gaming,Ironclad,CS2,Demo League,13,9
2025-08-24,Kappa Squad,Meridian,CS2,Demo League,13,11
2025-08-24,Nightfall,Ironclad,CS2,Demo League,13,10
2025-08-24,Nova Esports,Zenith Nine,CS2,Demo League,13,3
2025-08-24,Solstice,Kappa Squad,CS2,Demo League,13,8
2025-08-24,Vertex Gaming,Nightfall,CS2,Demo League,13,2
2025-08-25,Meridian,Kappa Squad,CS2,Demo League,13,10
2025-08-25,Ironclad,Kappa Squad,CS2,Demo League,13,6
2025-08-25,Meridian,Zenith Nine,CS2,Demo League,13,7
2025-08-25,Kappa Squad,Ironclad,CS2,Demo League,13,5
2025-08-25,Vertex Gaming,Kappa Squad,CS2,Demo League,13,2
2025-08-26,Ironclad,Zenith Nine,CS2,Demo League,13,6
2025-08-26,Meridian,Solstice,CS2,Demo League,13,6
2025-08-26,Nova Esports,Solstice,CS2,Demo League,13,6
2025-08-26,Meridian,Ironclad,CS2,Demo League,13,2
2025-08-26,Nightfall,Solstice,CS2,Demo League,13,8
2025-08-27,Nightfall,Ironclad,CS2,Demo League,13,4
2025-08-27,Ironclad,Meridian,CS2,Demo League,13,7
2025-08-27,Nova Esports,Ironclad,CS2,Demo League,13,7
2025-08-27,Vertex Gaming,Meridian,CS2,Demo League,13,7
2025-08-27,Meridian,Zenith Nine,CS2,Demo League,13,4
2025-08-28,Nova Esports,Ironclad,CS2,Demo League,13,10
2025-08-28,Solstice,Meridian,CS2,Demo League,13,3
2025-08-28,Meridian,Zenith Nine,CS2,Demo League,13,7
2025-08-28,Ironclad,Solstice,CS2,Demo League,13,2
2025-08-28,Ironclad,Meridian,CS2,Demo League,13,10
2025-08-29,Kappa Squad,Zenith Nine,CS2,Demo League,13,2
2025-08-29,Vertex Gaming,Kappa Squad,CS2,Demo League,13,6
2025-08-29,Solstice,Ironclad,CS2,Demo League,13,7
2025-08-29,Nova Esports,Vertex Gaming,CS2,Demo League,13,11
2025-08-29,Zenith Nine,Nightfall,CS2,Demo League,13,7
2025-08-30,Nova Esports,Vertex Gaming,CS2,Demo League,13,10
2025-08-30,Nova Esports,Ironclad,CS2,Demo League,13,4
2025-08-30,Nova Esports,Meridian,CS2,Demo League,13,5
2025-08-30,Kappa Squad,Nightfall,CS2,Demo League,13,10
2025-08-30,Vertex Gaming,Zenith Nine,CS2,Demo League,13,6
2025-08-31,Vertex Gaming,Solstice,CS2,Demo League,13,2
2025-08-31,Solstice,Vertex Gaming,CS2,Demo League,13,9
2025-08-31,Nightfall,Ironclad,CS2,Demo League,13,6
2025-08-31,Vertex Gaming,Meridian,CS2,Demo League,13,10
2025-08-31,Meridian,Nightfall,CS2,Demo League,13,10
2025-09-01,Nova Esports,Vertex Gaming,CS2,Demo League,13,10
2025-09-01,Zenith Nine,Solstice,CS2,Demo League,13,10
2025-09-01,Solstice,Zenith Nine,CS2,Demo League,13,10
2025-09-01,Vertex Gaming,Nightfall,CS2,Demo League,13,10
2025-09-01,Kappa Squad,Ironclad,CS2,Demo League,13,6
2025-09-02,Kappa Squad,Zenith Nine,CS2,Demo League,13,6
2025-09-02,Meridian,Nightfall,CS2,Demo League,13,6
2025-09-02,Nova Esports,Ironclad,CS2,Demo League,13,7
2025-09-02,Ironclad,Zenith Nine,CS2,Demo League,13,4
2025-09-02,Ironclad,Nightfall,CS2,Demo League,13,4
2025-09-03,Solstice,Ironclad,CS2,Demo League,13,5
2025-09-03,Solstice,Nightfall,CS2,Demo League,13,6
2025-09-03,Nova Esports,Zenith Nine,CS2,Demo League,13,3
2025-09-03,Nova Esports,Nightfall,CS2,Demo League,13,4
2025-09-03,Kappa Squad,Zenith Nine,CS2,Demo League,13,8
2025-09-04,Solstice,Meridian,CS2,Demo League,13,4
2025-09-04,Solstice,Meridian,CS2,Demo League,13,8
2025-09-04,Vertex Gaming,Solstice,CS2,Demo League,13,8
2025-09-04,Ironclad,Nova Esports,CS2,Demo League,13,2
2025-09-04,Vertex Gaming,Nova Esports,CS2,Demo League,13,9
2025-09-05,Ironclad,Nightfall,CS2,Demo League,13,2
2025-09-05,Nightfall,Zenith Nine,CS2,Demo League,13,2
2025-09-05,Meridian,Ironclad,CS2,Demo League,13,6
2025-09-05,Nova Esports,Zenith Nine,CS2,Demo League,13,3
2025-09-05,Solstice,Kappa Squad,CS2,Demo League,13,4
2025-09-06,Nova Esports,Kappa Squad,CS2,Demo League,13,3
2025-09-06,Solstice,Kappa Squad,CS2,Demo League,13,3
2025-09-06,Vertex Gaming,Zenith Nine,CS2,Demo League,13,4
2025-09-06,Nightfall,Nova Esports,CS2,Demo League,13,9
2025-09-06,Vertex Gaming,Nightfall,CS2,Demo League,13,3
2025-09-07,Nova Esports,Kappa Squad,CS2,Demo League,13,4
2025-09-07,Solstice,Meridian,CS2,Demo League,13,6
2025-09-07,Ironclad,Nova Esports,CS2,Demo League,13,4
2025-09-07,Meridian,Zenith Nine,CS2,Demo League,13,4
2025-09-07,Meridian,Solstice,CS2,Demo League,13,3
2025-09-08,Nova Esports,Solstice,CS2,Demo League,13,9
2025-09-08,Nova Esports,Meridian,CS2,Demo League,13,5
2025-09-08,Nova Esports,Nightfall,CS2,Demo League,13,2
2025-09-08,Nova Esports,Nightfall,CS2,Demo League,13,11
2025-09-08,Nova Esports,Meridian,CS2,Demo League,13,10
2025-09-09,Solstice,Kappa Squad,CS2,Demo League,13,11
2025-09-09,Vertex Gaming,Solstice,CS2,Demo League,13,10
2025-09-09,Meridian,Vertex Gaming,CS2,Demo League,13,7
2025-09-09,Meridian,Zenith Nine,CS2,Demo League,13,11
2025-09-09,Nova Esports,Meridian,CS2,Demo League,13,9
2025-09-10,Nova Esports,Zenith Nine,CS2,Demo League,13,7
2025-09-10,Nightfall,Ironclad,CS2,Demo League,13,5
2025-09-10,Kappa Squad,Meridian,CS2,Demo League,13,10
2025-09-10,Vertex Gaming,Kappa Squad,CS2,Demo League,13,10
2025-09-10,Vertex Gaming,Kappa Squad,CS2,Demo League,13,6
2025-09-11,Kappa Squad,Nightfall,CS2,Demo League,13,2
2025-09-11,Nightfall,Meridian,CS2,Demo League,13,9
2025-09-11,Meridian,Zenith Nine,CS2,Demo League,13,6
2025-09-11,Nova Esports,Meridian,CS2,Demo League,13,3
2025-09-11,Vertex Gaming,Meridian,CS2,Demo League,13,6
2025-09-12,Ironclad,Meridian,CS2,Demo League,13,11
2025-09-12,Kappa Squad,Zenith Nine,CS2,Demo League,13,6
2025-09-12,Nova Esports,Ironclad,CS2,Demo League,13,9
2025-09-12,Nova Esports,Meridian,CS2,Demo League,13,3
2025-09-12,Solstice,Ironclad,CS2,Demo League,13,8
2025-09-13,Kappa Squad,Zenith Nine,CS2,Demo League,13,6
